	protein	coefficient_control	p_value_control	random_intercept_variance_control	residual_variance_control	log_likelihood_control	aic_control	bic_control	bse_control	q_value_control	coefficient_treated	p_value_treated	random_intercept_variance_treated	residual_variance_treated	log_likelihood_treated	aic_treated	bic_treated	bse_treated	q_value_treated	diff	se_diff	z_stat	p_value	q_value	log2_fold_change
141	MGST2	-1.1549170147041938	2.6365084227399973e-23	0.4136017475461155	0.2519709952936975	-339.27028515409484			0.1161237216874137	4.831748593674037e-22	-0.9620596203347612	0.0005157044138625	0.6964262342904239	0.3436614240018029	-107.4095398286625			0.2770538888915468	0.0071184117454466	0.1928573943694326	0.3004056858457667	0.6419898272779324	0.13021994702110606	0.1568141615535855	0.2635909841555222
142	CCT5	-1.2656476744180782	2.738864151167216e-17	0.0907660146986756	0.4126944924243728	-427.6181412916055			0.1496533684355387	3.221866545393326e-16	-1.0502631649393004	0.0005733904020052	0.0138387504305336	0.4137609170553204	-114.60324489471084			0.3049634276679536	0.0076634082299755	0.21538450947877785	0.33970402249471565	0.6340357935624042	0.13151436574903452	0.1572654303712231	0.2691249794156247
143	SLIRP	1.0239121665695674	1.0803333621617586e-11	0.1487068328715443	0.4296907770521928	-438.7442982296191			0.150677866344312	8.003661206483497e-11	0.7954349378507553	0.0267532078016013	0.1262596344112224	0.5541021070780734	-128.54215046319888			0.3590966417337315	0.1328979408197543	0.22847722871881215	0.389428064615942	0.5866994433083265	0.13935139543129066	0.1643385421982807	0.36427612702942314
144	RPS3	1.033907993320666	3.085127560561046e-15	0.2630000563759078	0.330161253708883	-398.1738623731813			0.1310832677120609	2.919134284204772e-14	0.879407392094238	9.644804551059744e-05	0.3281016488807717	0.2328431634791855	-86.69830822404327			0.2255261947905083	0.002005663847783	0.15450060122642806	0.2608541500738643	0.5922873037775291	0.13841455406441178	0.1643385421982807	0.23350424236623674
145	CCT4	-1.093205059715751	8.910727560442634e-13	0.0617132710677433	0.445190985750575	-444.1660762510808			0.1529736272245311	7.1822114271901044e-12	-0.8754982014311347	0.0157097025617369	0.0070201375573951	0.5895517880149103	-134.04957421903788			0.3624364608930531	0.0961522057618358	0.21770685828461633	0.39339689730717425	0.5534025808917993	0.1449969430111243	0.16982518667741273	0.32038792226869595
146	SSR4	1.0629098221522664	1.4469111778774106e-20	0.2695023525861946	0.2548857626827847	-343.44318085441387			0.1143303114493697	2.1168675299870354e-19	1.2309107231792682	2.4546225800522965e-05	0.1977923645592108	0.3798380512372092	-112.90357675487007			0.291758842288532	0.0007654785971866	-0.16800090102700183	0.3133602434414014	-0.5361270440116253	0.14796768764132456	0.17212567746031632	-0.21170692524607188
147	SSR1	1.0430848635228265	7.79918154643585e-20	0.2097318705025719	0.251576558823443	-338.3997480967655			0.1144242863982051	1.0691633915232136e-18	0.8885416790115295	0.0011616917541633	0.0788217209961554	0.336968791901889	-104.16254269090727			0.2735554562664266	0.0130419260934066	0.154543184511297	0.2965223515535908	0.52118561619921	0.15055936830778577	0.17395710797723898	0.23134518197258758
148	RPL6	1.1455333172561095	1.2745956816399017e-20	0.1878631247039484	0.2894009668581366	-363.5634418836989			0.1230392215490133	1.8966419502009136e-19	1.3127643792160304	5.775203651752908e-05	0.0781330263066362	0.4868845490101189	-126.45093325451546			0.3264111386228724	0.0014102365467278	-0.16723106195992088	0.34883073467867937	-0.47940460898310316	0.15791270381408795	0.1811265348286924	-0.19658857884245548
149	PRDX1	-1.032086201939811	4.0159863493048734e-19	0.6102614603978931	0.2569746940376091	-345.8121156349944			0.1154907695534233	5.179134988251691e-18	-0.8750382131722108	0.0048406567833119	0.151821837196658	0.4421787812640428	-119.89937922686936			0.3105780197752494	0.0403547822925613	0.15704798876760018	0.3313560384534393	0.4739554151498219	0.15888292528832665	0.1811265348286924	0.23814554627550596
150	LRPPRC	1.197959825659138	3.633987518807003e-16	0.1351698950011339	0.4139373873322161	-440.5141122817429			0.1469857840031307	3.681825385895045e-15	1.018267805703722	0.0071869098991319	0.0548090969975516	0.5702454050620012	-126.70980196473931			0.3788118167503495	0.0528504640617385	0.17969201995541595	0.40632894704748185	0.4422328787085354	0.1645801740731347	0.18637887262586775	0.2344624853327652
151	ATP5PO	1.2273104377714488	3.001080558217096e-19	0.2910986485995676	0.3581680527524167	-406.62540941568136			0.1368441503297922	3.8991651133253465e-18	1.379764606524979	4.149203692912285e-05	0.0499447040767507	0.4700325588216125	-115.4542352605761			0.33660919766694	0.0011269772611071	-0.15245416875353013	0.36336217942084154	-0.4195653190888632	0.16870075702435927	0.18978835165240418	-0.16892194569136298
152	COX4I1	1.5238132661912709	8.89337852901396e-30	0.2838355302022365	0.3455362269474806	-404.5741012623778			0.1344449247872295	2.211910288430472e-28	1.3772263830073297	3.951937044151006e-05	0.1162943955843669	0.4956674299011018	-126.8532655133228			0.335069420585119	0.0010909937675984	0.1465868831839412	0.36103594614981366	0.40601741944862807	0.17118245032971902	0.19132156213321536	0.14592039693554468
153	NRAS	-1.0039555834265286	5.432973101867328e-09	0.1066057619368255	0.5301246483751594	-449.5061032250676			0.1721065678578509	2.983850526924612e-08	-0.7846000098234378	0.1473851516652917	0.2130795029199894	1.0656917723154131	-136.0016196874766			0.5415405400125926	0.372667560667194	0.21935557360309077	0.568231314850686	0.3860321806810854	0.17486820895385052	0.19417184240979507	0.3556661850130351
154	RPS9	1.126753805723616	6.043313105206633e-21	0.278075571604006	0.2756807467841292	-360.02289213632616			0.1200047574143023	9.229305365056796e-20	1.026298950711993	0.0001787326673782	0.2924586800296678	0.3444126810550197	-107.17523495422807			0.2738753121187646	0.0032019767219682	0.10045485501162288	0.29901309066697446	0.3359547061553381	0.1842262556278611	0.20324315943460805	0.1347212879792147
155	COX7C	1.068297151034976	4.8461673619551264e-18	0.193127529480981	0.2842720837255962	-351.1570819985411			0.1234036167762542	5.818743018733706e-17	0.9576791566334948	0.0036566801957588	0.2254244051339331	0.4586798757911418	-112.97937054599264			0.3295122697315328	0.0331614202659894	0.11061799440148112	0.3518618884407447	0.31437901641373633	0.18830829783039632	0.2051065129484178	0.1576986863469512
156	RRBP1	1.5928171962577824	3.880029783728353e-55	0.1811897258148367	0.1956866439724557	-285.13987355966947			0.1018417575525288	2.937013849335244e-53	1.6808069762878963	1.1438791537168819e-10	0.1552458773658985	0.3172831384116649	-104.39539377008236			0.2607277075731201	3.852584989718458e-08	-0.08798978003011393	0.27991191664115067	-0.3143481030960091	0.18831416685907365	0.2051065129484178	-0.07757335335141126
157	SLC22A18	-1.083137215185216	8.165945966856073e-09	0.2902609150408924	0.5773476320514158	-432.97329311426734			0.1878816727156973	4.3476794887756644e-08	-0.9803600125040088	0.001027843461061	0.4042653164380544	0.3770431102017758	-100.14298425111738			0.2986360108670594	0.0120200582529639	0.10277720268120727	0.3528214703345572	0.29130087401923266	0.1927053047619764	0.2085608045208732	0.14383247458005044
158	PSME2	-1.2526940462376828	3.9669638102302426e-30	0.134833884155627	0.2279268401346267	-309.52218666036697			0.1098413328097357	1.015659410825125e-28	-1.3597378337863226	0.0003079472596503	1.929821968109097e-09	0.6245293249828039	-134.47933771447765			0.3768130290963845	0.0047576439013865	-0.10704378754863986	0.39249608570049693	-0.27272574542392264	0.19626601066791904	0.2110785397749318	-0.11829441867135164
159	NDUFA5	1.1071639373552442	5.414693179077969e-17	0.1339883208265936	0.3343305342701975	-395.7580768238729			0.1321620835880001	6.0044463852068435e-16	1.1913694896673956	0.0001124682844881	0.0073732770010445	0.4361054373822038	-118.18753299473144			0.308486100581095	0.0021769723112412	-0.08420555231215143	0.33560466413631823	-0.25090697868831835	0.20047150719020063	0.21425392330952694	-0.10575206076414596
160	NAMPT	1.5988119104478051	2.5529403521474546e-52	0.139048283363554	0.212445653357637	-301.94709494062727			0.1050376068041471	1.646173760403229e-50	1.508525975262333	2.0981823752850398e-05	3.519413039424925	0.5638853105518128	-137.71089747977732			0.3545986869260898	0.0006928115921529	0.09028593518547212	0.36982851108703024	0.2441291909055262	0.2017826913284368	0.21431577774635213	0.08386068693660656
161	IDH1	-1.0180935098904196	1.8505237608293965e-25	0.3124793718048376	0.1828037761641731	-275.6165673342439			0.0976322787336215	3.7462347297720685e-24	-1.0872048593621666	9.624101749868438e-05	0.1607272577989215	0.3196325804670469	-98.74047586171484			0.2787791698493562	0.002005663847783	-0.06911134947174702	0.29538091914105713	-0.2339736421455963	0.20375136032198982	0.21507088033987815	-0.094753733283714
162	PCK1	1.1108696593449363	7.59686801974874e-26	0.3486516585518098	0.2079665700105632	-291.4731302309924			0.1056751601004086	1.5935117135400671e-24	1.0411795559293893	0.0007229986623128	0.0161206599641812	0.4368576008438222	-119.79509580368972			0.3079769630576413	0.0090860428905582	0.06969010341554704	0.3256025940259916	0.21403423895936144	0.20763008924445103	0.21782052307239955	0.09347066312849088
163	RPS6	1.1035049044001213	4.402138471434878e-15	0.0627173299406751	0.3760516620110127	-410.3702636852938			0.1407009026605845	4.1204962789075936e-14	1.0434134215006283	0.0001393239024107	0.0985221749745982	0.3101010916648587	-94.73842016661555			0.2739074096078602	0.0026361960860633	0.060091482899492954	0.3079318318193028	0.19514540781465942	0.21131977888828246	0.2203395255481482	0.0807821454373078
164	GPAM	-1.1617270013991767	4.996629128919808e-19	0.1948951474738426	0.3100047664745612	-364.4024650198737			0.1303503796625931	6.396420083418665e-18	-1.2215876536980796	0.0003650675885624	0.0624428175359348	0.4687587843921973	-103.9248674129739			0.3427451553170228	0.0054890519565993	-0.05986065229890292	0.3666953271743073	-0.1632435645149314	0.21758166667566203	0.22549372728204975	-0.07248630210578343
165	RPL22	1.0581495798364915	1.5983591815669847e-14	0.1552128219828555	0.3642454784386157	-412.7414593281014			0.1377906651493639	1.4344037809835673e-13	1.1045741977142571	0.0002577107816117	0.1341532753720963	0.4164889035489636	-117.4495731056984			0.3022526635286214	0.0042034782104386	-0.04642461787776564	0.33217907822806986	-0.1397578021030304	0.22221283875807862	0.22890599655199667	-0.0619467513181058
166	NDUFA10	1.1204346907582658	1.8651078543995758e-18	0.1687693883750796	0.3140200293030712	-381.5154973282156			0.1278282004018504	2.302945230148696e-17	1.1717843953515577	0.0025530901592467	0.0446176083048502	0.6590940877385053	-130.49014447939638			0.3883968351380242	0.0249965338847182	-0.0513497045932918	0.40889136743542187	-0.12558275542807026	0.22501555351189406	0.23040514760798733	-0.06464858506255884
167	ITPR2	-1.013089631252672	3.0065776589043554e-08	0.0275543903089083	0.621471049971313	-480.9684890408535			0.1828334046875661	1.4912967818098244e-07	-0.9695507218794488	0.0034404738111195	0.0130208357909994	0.4773946774582832	-108.75448940743344			0.3314284582603668	0.0320097121432334	0.043538909373223245	0.3785140378037399	0.11502587757603389	0.22710615270912393	0.23116161972178687	0.06337353982928094
168	THEM6	-1.1710682744964045	2.9061326337910965e-22	0.2005726896063549	0.25711967034069	-321.3013007748739			0.1206820182750818	4.773185769273867e-21	-1.147166039788234	9.054050419032124e-05	0.1627271148577581	0.3780532398173434	-108.55518618357598			0.2930453539229231	0.002005663847783	0.023902234708170544	0.31692227594594613	0.07541986323563851	0.23497016391021824	0.23775087590915575	0.029750968051065085
169	NDUFB10	1.0077205388505572	2.2176461169285935e-13	0.1742199678416706	0.3617921543240872	-406.43000908538033			0.1373857010663328	1.856212446909943e-12	1.0004263857348177	0.0006204904977582	0.1282715428694965	0.3686920632809065	-105.02958589377396			0.2923090153176291	0.0081633281111317	0.0072941531157395545	0.3229851254987599	0.022583557383566138	0.24549561494770594	0.24549561494770594	0.010480592508855776
170	RPL18	1.0416194356863926	8.090574338416301e-14	0.1317818406341163	0.3749206471225162	-419.6383007971963			0.1394620370547706	7.042844961591392e-13	1.034501790955714	0.0002257894613622	0.1812428839041257	0.3585300858933644	-108.68083985521542			0.2804847584810742	0.0038798923768774	0.007117644730678663	0.3132432912604079	0.022722417141127424	0.24546792353950253	0.24549561494770594	0.009892130435251388
